date,BTC,Gold
2019-01-27,3583.96582031,
2019-01-28,3470.45043945,1302.40002441
2019-01-29,3448.11694336,1308.19995117
2019-01-30,3486.18164062,1309.90002441
2019-01-31,3457.79272461,1319.69995117
2019-02-01,3487.94531250,1316.90002441
2019-02-02,3521.06079102,
2019-02-03,3464.01342773,
2019-02-04,3459.15405273,1314.30004883
2019-02-05,3466.35742188,1314.19995117
2019-02-06,3413.76782227,1309.50000000
2019-02-07,3399.47167969,1309.40002441
2019-02-08,3666.78027344,1313.69995117
2019-02-09,3671.20361328,
2019-02-10,3690.18823242,
2019-02-11,3648.43066406,1307.00000000
2019-02-12,3653.52856445,1309.19995117
2019-02-13,3632.07055664,1310.80004883
2019-02-14,3616.88085938,1309.80004883
2019-02-15,3620.81079102,1318.09997559
2019-02-16,3629.78759766,
2019-02-17,3673.83618164,
2019-02-18,3915.71435547,
2019-02-19,3947.09448242,1340.09997559
2019-02-20,3999.82055664,1343.30004883
2019-02-21,3954.11816406,1323.50000000
2019-02-22,4005.52661133,1329.19995117
2019-02-23,4142.52685547,
2019-02-24,3810.42749023,
2019-02-25,3882.69628906,1325.90002441
2019-02-26,3854.35791016,1325.09997559
2019-02-27,3851.04736328,1317.69995117
2019-02-28,3854.78540039,1312.80004883
2019-03-01,3859.58374023,1296.40002441
2019-03-02,3864.41503906,
2019-03-03,3847.17578125,
2019-03-04,3761.55712891,1284.80004883
2019-03-05,3896.37500000,1282.00000000
2019-03-06,3903.94262695,1284.90002441
2019-03-07,3911.48437500,1283.80004883
2019-03-08,3901.13159180,1297.00000000
2019-03-09,3963.31372070,
2019-03-10,3951.59985352,
2019-03-11,3905.22729492,1288.80004883
2019-03-12,3909.15625000,1296.30004883
2019-03-13,3906.71728516,1307.50000000
2019-03-14,3924.36914062,1293.40002441
2019-03-15,3960.91113281,1301.80004883
2019-03-16,4048.72583008,
2019-03-17,4025.22900391,
2019-03-18,4032.50732422,1300.30004883
2019-03-19,4071.19018555,1305.00000000
2019-03-20,4087.47631836,1300.50000000
2019-03-21,4029.32690430,1306.09997559
2019-03-22,4023.96826172,1311.59997559
2019-03-23,4035.82641602,
2019-03-24,4022.16821289,
2019-03-25,3963.07055664,1321.90002441
2019-03-26,3985.08081055,1314.30004883
2019-03-27,4087.06616211,1309.90002441
2019-03-28,4069.10717773,1289.80004883
2019-03-29,4098.37451172,1293.00000000
2019-03-30,4106.66015625,
2019-03-31,4105.40429688,
2019-04-01,4158.18310547,1288.40002441
2019-04-02,4879.87792969,1290.00000000
2019-04-03,4973.02197266,1289.90002441
2019-04-04,4922.79882812,1289.00000000
2019-04-05,5036.68115234,1290.40002441
2019-04-06,5059.81738281,
2019-04-07,5198.89697266,
2019-04-08,5289.77099609,1297.09997559
2019-04-09,5204.95849609,1303.50000000
2019-04-10,5324.55175781,1309.09997559
2019-04-11,5064.48779297,1288.59997559
2019-04-12,5089.53906250,1290.59997559
2019-04-13,5096.58642578,
2019-04-14,5167.72216797,
2019-04-15,5067.10839844,1286.80004883
2019-04-16,5235.55957031,1272.59997559
2019-04-17,5251.93798828,1272.19995117
2019-04-18,5298.38574219,1271.90002441
2019-04-19,5303.81250000,
2019-04-20,5337.88623047,
2019-04-21,5314.53125000,
2019-04-22,5399.36523438,1273.50000000
2019-04-23,5572.36230469,1269.30004883
2019-04-24,5464.86669922,1275.50000000
2019-04-25,5210.51562500,1275.80004883
2019-04-26,5279.34814453,1284.90002441
2019-04-27,5268.29101562,
2019-04-28,5285.13916016,
2019-04-29,5247.35253906,1278.59997559
2019-04-30,5350.72656250,1282.80004883
2019-05-01,5402.69726562,1281.40002441
2019-05-02,5505.28369141,1269.69995117
2019-05-03,5768.28955078,1279.19995117
2019-05-04,5831.16748047,
2019-05-05,5795.70849609,
2019-05-06,5746.80712891,1281.69995117
2019-05-07,5829.50146484,1283.50000000
2019-05-08,5982.45751953,1279.40002441
2019-05-09,6174.52880859,1283.50000000
2019-05-10,6378.84912109,1285.69995117
2019-05-11,7204.77148438,
2019-05-12,6972.37158203,
2019-05-13,7814.91503906,1300.09997559
2019-05-14,7994.41601562,1294.69995117
2019-05-15,8205.16796875,1296.30004883
2019-05-16,7884.90917969,1285.00000000
2019-05-17,7343.89550781,1274.50000000
2019-05-18,7271.20800781,
2019-05-19,8197.68945312,
2019-05-20,7978.30908203,1276.09997559
2019-05-21,7963.32763672,1272.00000000
2019-05-22,7680.06640625,1273.59997559
2019-05-23,7881.84667969,1284.80004883
2019-05-24,7987.37158203,1283.00000000
2019-05-25,8052.54394531,
2019-05-26,8673.21582031,
2019-05-27,8805.77832031,
2019-05-28,8719.96191406,1276.50000000
2019-05-29,8659.48730469,1280.59997559
2019-05-30,8319.47265625,1287.09997559
2019-05-31,8574.50195312,1305.80004883
2019-06-01,8564.01660156,
2019-06-02,8742.95800781,
2019-06-03,8208.99511719,1322.69995117
2019-06-04,7707.77099609,1323.40002441
2019-06-05,7824.23144531,1328.30004883
2019-06-06,7822.02343750,1337.59997559
2019-06-07,8043.95117188,1341.19995117
2019-06-08,7954.12792969,
2019-06-09,7688.07714844,
2019-06-10,8000.32958984,1324.69995117
2019-06-11,7927.71435547,1326.40002441
2019-06-12,8145.85742188,1331.90002441
2019-06-13,8230.92382812,1339.19995117
2019-06-14,8693.83300781,1340.09997559
2019-06-15,8838.37500000,
2019-06-16,8994.48828125,
2019-06-17,9320.35253906,1338.69995117
2019-06-18,9081.76269531,1346.59997559
2019-06-19,9273.52148438,1344.59997559
2019-06-20,9527.16015625,1392.90002441
2019-06-21,10144.55664062,1396.19995117
2019-06-22,10701.69140625,
2019-06-23,10855.37109375,
2019-06-24,11011.10253906,1414.30004883
2019-06-25,11790.91699219,1414.90002441
2019-06-26,13016.23144531,1411.59997559
2019-06-27,11182.80664062,1408.40002441
2019-06-28,12407.33203125,1409.69995117
2019-06-29,11959.37109375,
2019-06-30,10817.15527344,
2019-07-01,10583.13476562,1385.59997559
2019-07-02,10801.67773438,1404.59997559
2019-07-03,11961.26953125,1417.69995117
2019-07-04,11215.43750000,
2019-07-05,10978.45996094,1396.69995117
2019-07-06,11208.55078125,
2019-07-07,11450.84667969,
2019-07-08,12285.95800781,1397.00000000
2019-07-09,12573.81250000,1397.50000000
2019-07-10,12156.51269531,1410.09997559
2019-07-11,11358.66210938,1404.30004883
2019-07-12,11815.98632812,1409.90002441
2019-07-13,11392.37890625,
2019-07-14,10256.05859375,
2019-07-15,10895.08984375,1411.40002441
2019-07-16,9477.64160156,1409.19995117
2019-07-17,9693.80273438,1421.30004883
2019-07-18,10666.48242188,1426.09997559
2019-07-19,10530.73242188,1425.09997559
2019-07-20,10767.13964844,
2019-07-21,10599.10546875,
2019-07-22,10343.10644531,1425.30004883
2019-07-23,9900.76757812,1420.09997559
2019-07-24,9811.92578125,1422.80004883
2019-07-25,9911.84179688,1413.90002441
2019-07-26,9870.30371094,1418.50000000
2019-07-27,9477.67773438,
2019-07-28,9552.86035156,
2019-07-29,9519.14550781,1419.59997559
2019-07-30,9607.42382812,1429.69995117
2019-07-31,10085.62792969,1426.09997559
2019-08-01,10399.66894531,1420.90002441
2019-08-02,10518.17480469,1445.59997559
2019-08-03,10821.72656250,
2019-08-04,10970.18457031,
2019-08-05,11805.65332031,1464.59997559
2019-08-06,11478.16894531,1472.40002441
2019-08-07,11941.96875000,1507.30004883
2019-08-08,11966.40722656,1497.69995117
2019-08-09,11862.93652344,1496.59997559
2019-08-10,11354.02441406,
2019-08-11,11523.57910156,
2019-08-12,11382.61621094,1505.30004883
2019-08-13,10895.83007812,1502.19995117
2019-08-14,10051.70410156,1515.90002441
2019-08-15,10311.54589844,1519.59997559
2019-08-16,10374.33886719,1512.50000000
2019-08-17,10231.74414062,
2019-08-18,10345.81054688,
2019-08-19,10916.05371094,1500.40002441
2019-08-20,10763.23242188,1504.59997559
2019-08-21,10138.04980469,1504.59997559
2019-08-22,10131.05566406,1497.30004883
2019-08-23,10407.96484375,1526.59997559
2019-08-24,10159.96093750,
2019-08-25,10138.51757812,
2019-08-26,10370.82031250,1526.30004883
2019-08-27,10185.50000000,1541.00000000
2019-08-28,9754.42285156,1537.80004883
2019-08-29,9510.20019531,1526.50000000
2019-08-30,9598.17382812,1519.09997559
2019-08-31,9630.66406250,
2019-09-01,9757.97070312,
2019-09-02,10346.76074219,
2019-09-03,10623.54003906,1545.90002441
2019-09-04,10594.49316406,1550.30004883
2019-09-05,10575.53320312,1515.40002441
2019-09-06,10353.30273438,1506.19995117
2019-09-07,10517.25488281,
2019-09-08,10441.27636719,
2019-09-09,10334.97460938,1502.19995117
2019-09-10,10115.97558594,1490.30004883
2019-09-11,10178.37207031,1494.40002441
2019-09-12,10410.12695312,1498.69995117
2019-09-13,10360.54687500,1490.90002441
2019-09-14,10358.04882812,
2019-09-15,10347.71289062,
2019-09-16,10276.79394531,1503.09997559
2019-09-17,10241.27246094,1505.09997559
2019-09-18,10198.24804688,1507.50000000
2019-09-19,10266.41503906,1498.40002441
2019-09-20,10181.64160156,1507.30004883
2019-09-21,10019.71679688,
2019-09-22,10070.39257812,
2019-09-23,9729.32421875,1523.69995117
2019-09-24,8620.56640625,1532.09997559
2019-09-25,8486.99316406,1504.59997559
2019-09-26,8118.96777344,1507.50000000
2019-09-27,8251.84570312,1499.09997559
2019-09-28,8245.91503906,
2019-09-29,8104.18554688,
2019-09-30,8293.86816406,1465.69995117
2019-10-01,8343.27636719,1482.00000000
2019-10-02,8393.04199219,1501.00000000
2019-10-03,8259.99218750,1507.09997559
2019-10-04,8205.93945312,1506.19995117
2019-10-05,8151.50048828,
2019-10-06,7988.15576172,
2019-10-07,8245.62304688,1497.69995117
2019-10-08,8228.78320312,1497.19995117
2019-10-09,8595.74023438,1506.09997559
2019-10-10,8586.47363281,1494.80004883
2019-10-11,8321.75683594,1482.69995117
2019-10-12,8336.55566406,
2019-10-13,8321.00585938,
2019-10-14,8374.68652344,1491.69995117
2019-10-15,8205.36914062,1477.59997559
2019-10-16,8047.52685547,1488.00000000
2019-10-17,8103.91113281,1492.30004883
2019-10-18,7973.20751953,1488.19995117
2019-10-19,7988.56054688,
2019-10-20,8222.07812500,
2019-10-21,8243.72070312,1482.40002441
2019-10-22,8078.20312500,1481.69995117
2019-10-23,7514.67187500,1489.90002441
2019-10-24,7493.48876953,1498.90002441
2019-10-25,8660.70019531,1499.50000000
2019-10-26,9244.97265625,
2019-10-27,9551.71484375,
2019-10-28,9256.14843750,1490.00000000
2019-10-29,9427.68750000,1487.00000000
2019-10-30,9205.72656250,1493.19995117
2019-10-31,9199.58496094,1511.40002441
2019-11-01,9261.10449219,1508.00000000
2019-11-02,9324.71777344,
2019-11-03,9235.35449219,
2019-11-04,9412.61230469,1508.00000000
2019-11-05,9342.52734375,1480.80004883
2019-11-06,9360.87988281,1490.19995117
2019-11-07,9267.56152344,1464.19995117
2019-11-08,8804.88085938,1461.30004883
2019-11-09,8813.58203125,
2019-11-10,9055.52636719,
2019-11-11,8757.78808594,1455.50000000
2019-11-12,8815.66210938,1452.09997559
2019-11-13,8808.26269531,1461.69995117
2019-11-14,8708.09472656,1471.80004883
2019-11-15,8491.99218750,1467.30004883
2019-11-16,8550.76074219,
2019-11-17,8577.97558594,
2019-11-18,8309.28613281,1470.90002441
2019-11-19,8206.14550781,1473.30004883
2019-11-20,8027.26806641,1473.30004883
2019-11-21,7642.75000000,1463.09997559
2019-11-22,7296.57763672,1463.09997559
2019-11-23,7397.79687500,
2019-11-24,7047.91699219,
2019-11-25,7146.13378906,1456.59997559
2019-11-26,7218.37109375,1459.80004883
2019-11-27,7531.66357422,1453.40002441
2019-11-28,7463.10595703,
2019-11-29,7761.24365234,1465.59997559
2019-11-30,7569.62988281,
2019-12-01,7424.29248047,
2019-12-02,7321.98828125,1462.30004883
2019-12-03,7320.14550781,1478.19995117
2019-12-04,7252.03466797,1474.00000000
2019-12-05,7448.30761719,1476.90002441
2019-12-06,7546.99658203,1459.09997559
2019-12-07,7556.23779297,
2019-12-08,7564.34521484,
2019-12-09,7400.89941406,1459.30004883
2019-12-10,7278.11962891,1462.59997559
2019-12-11,7217.42724609,1469.40002441
2019-12-12,7243.13427734,1466.69995117
2019-12-13,7269.68457031,1475.59997559
2019-12-14,7124.67382812,
2019-12-15,7152.30175781,
2019-12-16,6932.48046875,1475.00000000
2019-12-17,6640.51513672,1474.59997559
2019-12-18,7276.80273438,1472.59997559
2019-12-19,7202.84423828,1478.19995117
2019-12-20,7218.81640625,1474.69995117
2019-12-21,7191.15869141,
2019-12-22,7511.58886719,
2019-12-23,7355.62841797,1482.50000000
2019-12-24,7322.53222656,1499.09997559
2019-12-25,7275.15576172,
2019-12-26,7238.96679688,1509.30004883
2019-12-27,7290.08837891,1513.80004883
2019-12-28,7317.99023438,
2019-12-29,7422.65283203,
2019-12-30,7292.99511719,1514.50000000
2019-12-31,7193.59912109,1519.50000000
2020-01-01,7200.17431641,
2020-01-02,6985.47021484,1524.50000000
2020-01-03,7344.88427734,1549.19995117
2020-01-04,7410.65673828,
2020-01-05,7411.31738281,
2020-01-06,7769.21923828,1566.19995117
2020-01-07,8163.69238281,1571.80004883
2020-01-08,8079.86279297,1557.40002441
2020-01-09,7879.07128906,1551.69995117
2020-01-10,8166.55419922,1557.50000000
2020-01-11,8037.53759766,
2020-01-12,8192.49414062,
2020-01-13,8144.19433594,1548.40002441
2020-01-14,8827.76464844,1542.40002441
2020-01-15,8807.01074219,1552.09997559
2020-01-16,8723.78613281,1549.00000000
2020-01-17,8929.03808594,1558.80004883
2020-01-18,8942.80859375,
2020-01-19,8706.24511719,
2020-01-20,8657.64257812,
2020-01-21,8745.89453125,1556.40002441
2020-01-22,8680.87597656,1555.30004883
2020-01-23,8406.51562500,1564.59997559
2020-01-24,8445.43457031,1571.09997559
2020-01-25,8367.84765625,
2020-01-26,8596.83007812,
2020-01-27,8909.81933594,1576.80004883
2020-01-28,9358.58984375,1569.19995117
2020-01-29,9316.62988281,1569.80004883
2020-01-30,9508.99316406,1583.50000000
2020-01-31,9350.52929688,1582.90002441
2020-02-01,9392.87500000,
2020-02-02,9344.36523438,
2020-02-03,9293.52148438,1577.19995117
2020-02-04,9180.96289062,1550.40002441
2020-02-05,9613.42382812,1557.80004883
2020-02-06,9729.80175781,1565.09997559
2020-02-07,9795.94335938,1568.59997559
2020-02-08,9865.11914062,
2020-02-09,10116.67382812,
2020-02-10,9856.61132812,1574.69995117
2020-02-11,10208.23632812,1565.59997559
2020-02-12,10326.05468750,1567.40002441
2020-02-13,10214.37988281,1575.09997559
2020-02-14,10312.11621094,1582.69995117
2020-02-15,9889.42480469,
2020-02-16,9934.43359375,
2020-02-17,9690.14257812,
2020-02-18,10141.99609375,1600.00000000
2020-02-19,9633.38671875,1607.50000000
2020-02-20,9608.47558594,1616.59997559
2020-02-21,9686.44140625,1644.59997559
2020-02-22,9663.18164062,
2020-02-23,9924.51562500,
2020-02-24,9650.17480469,1672.40002441
2020-02-25,9341.70507812,1646.90002441
2020-02-26,8820.52246094,1640.00000000
2020-02-27,8784.49414062,1640.00000000
2020-02-28,8672.45507812,1564.09997559
2020-02-29,8599.50878906,
2020-03-01,8562.45410156,
2020-03-02,8869.66992188,1592.30004883
2020-03-03,8787.78613281,1642.09997559
2020-03-04,8755.24609375,1641.09997559
2020-03-05,9078.76269531,1666.40002441
2020-03-06,9122.54589844,1670.80004883
2020-03-07,8909.95410156,
2020-03-08,8108.11621094,
2020-03-09,7923.64453125,1674.50000000
2020-03-10,7909.72949219,1659.09997559
2020-03-11,7911.43017578,1641.40002441
2020-03-12,4970.78808594,1589.30004883
2020-03-13,5563.70703125,1515.69995117
2020-03-14,5200.36621094,
2020-03-15,5392.31494141,
2020-03-16,5014.47998047,1485.90002441
2020-03-17,5225.62939453,1524.90002441
2020-03-18,5238.43847656,1477.30004883
2020-03-19,6191.19287109,1478.59997559
2020-03-20,6198.77832031,1484.00000000
2020-03-21,6185.06640625,
2020-03-22,5830.25488281,
2020-03-23,6416.31494141,1567.00000000
2020-03-24,6734.80371094,1660.19995117
2020-03-25,6681.06298828,1632.30004883
2020-03-26,6716.44042969,1650.09997559
2020-03-27,6469.79833984,1623.90002441
2020-03-28,6242.19384766,
2020-03-29,5922.04296875,
2020-03-30,6429.84179688,1622.00000000
2020-03-31,6438.64453125,1583.40002441
2020-04-01,6606.77636719,1578.19995117
2020-04-02,6793.62451172,1625.69995117
2020-04-03,6733.38720703,1633.69995117
2020-04-04,6867.52734375,
2020-04-05,6791.12939453,
2020-04-06,7271.78125000,1677.00000000
2020-04-07,7176.41455078,1664.80004883
2020-04-08,7334.09863281,1665.40002441
2020-04-09,7302.08935547,1736.19995117
2020-04-10,6865.49316406,
2020-04-11,6859.08300781,
2020-04-12,6971.09179688,
2020-04-13,6845.03759766,1744.80004883
2020-04-14,6842.42773438,1756.69995117
2020-04-15,6642.10986328,1727.19995117
2020-04-16,7116.80419922,1720.40002441
2020-04-17,7096.18457031,1689.19995117
2020-04-18,7257.66503906,
2020-04-19,7189.42480469,
2020-04-20,6881.95849609,1701.59997559
2020-04-21,6880.32324219,1678.19995117
2020-04-22,7117.20751953,1728.69995117
2020-04-23,7429.72460938,1733.30004883
2020-04-24,7550.90087891,1723.50000000
2020-04-25,7569.93603516,
2020-04-26,7679.86718750,
2020-04-27,7795.60107422,1711.90002441
2020-04-28,7807.05859375,1710.50000000
2020-04-29,8801.03808594,1703.40002441
2020-04-30,8658.55371094,1684.19995117
2020-05-01,8864.76660156,1694.50000000
2020-05-02,8988.59667969,
2020-05-03,8897.46875000,
2020-05-04,8912.65429688,1706.90002441
2020-05-05,9003.07031250,1704.40002441
2020-05-06,9268.76171875,1684.19995117
2020-05-07,9951.51855469,1721.80004883
2020-05-08,9842.66601562,1709.90002441
2020-05-09,9593.89648438,
2020-05-10,8756.43066406,
2020-05-11,8601.79589844,1695.30004883
2020-05-12,8804.47753906,1704.40002441
2020-05-13,9269.98730469,1713.90002441
2020-05-14,9733.72167969,1738.09997559
2020-05-15,9328.19726562,1753.40002441
2020-05-16,9377.01367188,
2020-05-17,9670.73925781,
2020-05-18,9726.57519531,1731.80004883
2020-05-19,9729.03808594,1744.19995117
2020-05-20,9522.98144531,1750.59997559
2020-05-21,9081.76171875,1720.50000000
2020-05-22,9182.57714844,1734.59997559
2020-05-23,9209.28710938,
2020-05-24,8790.36816406,
2020-05-25,8906.93457031,
2020-05-26,8835.05273438,1704.80004883
2020-05-27,9181.01757812,1710.30004883
2020-05-28,9525.75097656,1713.30004883
2020-05-29,9439.12402344,1736.90002441
2020-05-30,9700.41406250,
2020-05-31,9461.05859375,
2020-06-01,10167.26855469,1737.80004883
2020-06-02,9529.80371094,1725.19995117
2020-06-03,9656.71777344,1697.80004883
2020-06-04,9800.63671875,1718.90002441
2020-06-05,9665.53320312,1676.19995117
2020-06-06,9653.67968750,
2020-06-07,9758.85253906,
2020-06-08,9771.48925781,1698.30004883
2020-06-09,9795.70019531,1714.69995117
2020-06-10,9870.09472656,1713.30004883
2020-06-11,9321.78125000,1732.00000000
2020-06-12,9480.84375000,1729.30004883
2020-06-13,9475.27734375,
2020-06-14,9386.78808594,
2020-06-15,9450.70214844,1720.30004883
2020-06-16,9538.02441406,1729.59997559
2020-06-17,9480.25488281,1729.19995117
2020-06-18,9411.84082031,1724.80004883
2020-06-19,9288.01855469,1745.90002441
2020-06-20,9332.34082031,
2020-06-21,9303.62988281,
2020-06-22,9648.71777344,1756.69995117
2020-06-23,9629.65820312,1772.09997559
2020-06-24,9313.61035156,1765.80004883
2020-06-25,9264.81347656,1762.09997559
2020-06-26,9162.91796875,1772.50000000
2020-06-27,9045.39062500,
2020-06-28,9143.58203125,
2020-06-29,9190.85449219,1774.80004883
2020-06-30,9137.99316406,1793.00000000
2020-07-01,9228.32519531,1773.19995117
2020-07-02,9123.41015625,1784.00000000
2020-07-03,9087.30371094,
2020-07-04,9132.48828125,
2020-07-05,9073.94238281,
2020-07-06,9375.47460938,1788.50000000
2020-07-07,9252.27734375,1804.19995117
2020-07-08,9428.33300781,1815.50000000
2020-07-09,9277.96777344,1799.19995117
2020-07-10,9278.80761719,1798.19995117
2020-07-11,9240.34667969,
2020-07-12,9276.50000000,
2020-07-13,9243.61425781,1811.00000000
2020-07-14,9243.21386719,1810.59997559
2020-07-15,9192.83691406,1811.40002441
2020-07-16,9132.22753906,1798.69995117
2020-07-17,9151.39257812,1808.30004883
2020-07-18,9159.04003906,
2020-07-19,9185.81738281,
2020-07-20,9164.23144531,1815.90002441
2020-07-21,9374.88769531,1842.40002441
2020-07-22,9525.36328125,1864.09997559
2020-07-23,9581.07226562,1889.09997559
2020-07-24,9536.89257812,1897.30004883
2020-07-25,9677.11328125,
2020-07-26,9905.16699219,
2020-07-27,10990.87304688,1931.00000000
2020-07-28,10912.82324219,1944.69995117
2020-07-29,11100.46777344,1953.50000000
2020-07-30,11111.21386719,1942.30004883
2020-07-31,11323.46679688,1962.80004883
2020-08-01,11759.59277344,
2020-08-02,11053.61425781,
2020-08-03,11246.34863281,1966.00000000
2020-08-04,11205.89257812,2001.19995117
2020-08-05,11747.02246094,2031.09997559
2020-08-06,11779.77343750,2051.50000000
2020-08-07,11601.47265625,2010.09997559
2020-08-08,11754.04589844,
2020-08-09,11675.73925781,
2020-08-10,11878.11132812,2024.40002441
2020-08-11,11410.52539062,1932.59997559
2020-08-12,11584.93457031,1934.90002441
2020-08-13,11784.13769531,1956.69995117
2020-08-14,11768.87109375,1937.00000000
2020-08-15,11865.69824219,
2020-08-16,11892.80371094,
2020-08-17,12254.40234375,1985.00000000
2020-08-18,11991.23339844,1999.40002441
2020-08-19,11758.28320312,1958.69995117
2020-08-20,11878.37207031,1933.80004883
2020-08-21,11592.48925781,1934.59997559
2020-08-22,11681.82519531,
2020-08-23,11664.84765625,
2020-08-24,11774.59570312,1927.69995117
2020-08-25,11366.13476562,1911.80004883
2020-08-26,11488.36328125,1940.69995117
2020-08-27,11323.39746094,1921.59997559
2020-08-28,11542.50000000,1964.59997559
2020-08-29,11506.86523438,
2020-08-30,11711.50585938,
2020-08-31,11680.82031250,1967.59997559
2020-09-01,11970.47851562,1968.19995117
2020-09-02,11414.03417969,1934.40002441
2020-09-03,10245.29687500,1927.59997559
2020-09-04,10511.81347656,1923.90002441
2020-09-05,10169.56738281,
2020-09-06,10280.35156250,
2020-09-07,10369.56347656,
2020-09-08,10131.51660156,1933.00000000
2020-09-09,10242.34765625,1944.69995117
2020-09-10,10363.13867188,1954.19995117
2020-09-11,10400.91503906,1937.80004883
2020-09-12,10442.17089844,
2020-09-13,10323.75585938,
2020-09-14,10680.83789062,1953.09997559
2020-09-15,10796.95117188,1956.30004883
2020-09-16,10974.90527344,1960.19995117
2020-09-17,10948.99023438,1940.00000000
2020-09-18,10944.58593750,1952.09997559
2020-09-19,11094.34667969,
2020-09-20,10938.27148438,
2020-09-21,10462.25976562,1901.19995117
2020-09-22,10538.45996094,1898.59997559
2020-09-23,10246.18652344,1859.90002441
2020-09-24,10760.06640625,1868.30004883
2020-09-25,10692.71679688,1857.69995117
2020-09-26,10750.72363281,
2020-09-27,10775.26953125,
2020-09-28,10709.65234375,1872.80004883
2020-09-29,10844.64062500,1894.30004883
2020-09-30,10784.49121094,1887.50000000
2020-10-01,10619.45214844,1908.40002441
2020-10-02,10575.97460938,1900.19995117
2020-10-03,10549.32910156,
2020-10-04,10669.58300781,
2020-10-05,10793.33984375,1912.50000000
2020-10-06,10604.40625000,1901.09997559
2020-10-07,10668.96875000,1883.59997559
2020-10-08,10915.68554688,1888.59997559
2020-10-09,11064.45800781,1919.50000000
2020-10-10,11296.36132812,
2020-10-11,11384.18164062,
2020-10-12,11555.36328125,1922.50000000
2020-10-13,11425.89941406,1888.50000000
2020-10-14,11429.50683594,1901.30004883
2020-10-15,11495.34960938,1903.19995117
2020-10-16,11322.12304688,1900.80004883
2020-10-17,11358.10156250,
2020-10-18,11483.35937500,
2020-10-19,11742.03710938,1906.40002441
2020-10-20,11916.33496094,1910.40002441
2020-10-21,12823.68945312,1924.59997559
2020-10-22,12965.89160156,1901.09997559
2020-10-23,12931.53906250,1902.00000000
2020-10-24,13108.06250000,
2020-10-25,13031.17382812,
2020-10-26,13075.24804688,1902.69995117
2020-10-27,13654.21875000,1908.80004883
2020-10-28,13271.28515625,1876.19995117
2020-10-29,13437.88281250,1865.59997559
2020-10-30,13546.52246094,1877.40002441
2020-10-31,13780.99511719,
2020-11-01,13737.10937500,
2020-11-02,13550.48925781,1890.40002441
2020-11-03,13950.30078125,1908.50000000
2020-11-04,14133.70703125,1894.59997559
2020-11-05,15579.84863281,1945.30004883
2020-11-06,15565.88085938,1950.30004883
2020-11-07,14833.75390625,
2020-11-08,15479.56738281,
2020-11-09,15332.31542969,1853.19995117
2020-11-10,15290.90234375,1875.40002441
2020-11-11,15701.33984375,1860.69995117
2020-11-12,16276.34375000,1872.59997559
2020-11-13,16317.80859375,1885.69995117
2020-11-14,16068.13867188,
2020-11-15,15955.58789062,
2020-11-16,16716.11132812,1887.30004883
2020-11-17,17645.40625000,1884.50000000
2020-11-18,17804.00585938,1873.50000000
2020-11-19,17817.08984375,1861.09997559
2020-11-20,18621.31445312,1872.59997559
2020-11-21,18642.23242188,
2020-11-22,18370.00195312,
2020-11-23,18364.12109375,1837.80004883
2020-11-24,19107.46484375,1804.80004883
2020-11-25,18732.12109375,1805.69995117
2020-11-26,17150.62304688,
2020-11-27,17108.40234375,1781.90002441
2020-11-28,17717.41406250,
2020-11-29,18177.48437500,
2020-11-30,19625.83593750,1775.69995117
2020-12-01,18802.99804688,1814.09997559
2020-12-02,19201.09179688,1825.69995117
2020-12-03,19445.39843750,1836.80004883
2020-12-04,18699.76562500,1835.90002441
2020-12-05,19154.23046875,
2020-12-06,19345.12109375,
2020-12-07,19191.63085938,1861.80004883
2020-12-08,18321.14453125,1870.80004883
2020-12-09,18553.91601562,1834.59997559
2020-12-10,18264.99218750,1833.59997559
2020-12-11,18058.90429688,1839.80004883
2020-12-12,18803.65625000,
2020-12-13,19142.38281250,
2020-12-14,19246.64453125,1828.69995117
2020-12-15,19417.07617188,1852.30004883
2020-12-16,21310.59765625,1856.09997559
2020-12-17,22805.16210938,1887.19995117
2020-12-18,23137.96093750,1885.69995117
2020-12-19,23869.83203125,
2020-12-20,23477.29492188,
2020-12-21,22803.08203125,1879.19995117
2020-12-22,23783.02929688,1866.59997559
2020-12-23,23241.34570312,1874.69995117
2020-12-24,23735.94921875,1879.90002441
2020-12-25,24664.79101562,
2020-12-26,26437.03710938,
2020-12-27,26272.29492188,
2020-12-28,27084.80859375,1877.19995117
2020-12-29,27362.43750000,1879.69995117
2020-12-30,28840.95312500,1891.00000000
2020-12-31,29001.72070312,1893.09997559
2021-01-01,29374.15234375,
2021-01-02,32127.26757812,
2021-01-03,32782.02343750,
2021-01-04,31971.91406250,1944.69995117
2021-01-05,33992.42968750,1952.69995117
2021-01-06,36824.36328125,1906.90002441
2021-01-07,39371.04296875,1912.30004883
2021-01-08,40797.60937500,1834.09997559
2021-01-09,40254.54687500,
2021-01-10,38356.44140625,
2021-01-11,35566.65625000,1849.59997559
2021-01-12,33922.96093750,1842.90002441
2021-01-13,37316.35937500,1853.59997559
2021-01-14,39187.32812500,1850.30004883
2021-01-15,36825.36718750,1829.30004883
2021-01-16,36178.14062500,
2021-01-17,35791.27734375,
2021-01-18,36630.07421875,
2021-01-19,36069.80468750,1839.50000000
2021-01-20,35547.75000000,1865.90002441
2021-01-21,30825.69921875,1865.30004883
2021-01-22,33005.76171875,1855.69995117
2021-01-23,32067.64257812,
2021-01-24,32289.37890625,
2021-01-25,32366.39257812,1854.90002441
2021-01-26,32569.84960938,1850.69995117
