date,BTC,Gold
2017-01-25,901.54199219,1197.30004883
2017-01-26,917.58599854,1189.50000000
2017-01-27,919.75000000,1188.09997559
2017-01-28,921.59002686,
2017-01-29,919.49597168,
2017-01-30,920.38201904,1193.19995117
2017-01-31,970.40301514,1208.59997559
2017-02-01,989.02301025,1205.59997559
2017-02-02,1011.79998779,1216.69995117
2017-02-03,1029.91003418,1218.50000000
2017-02-04,1042.90002441,
2017-02-05,1027.33996582,
2017-02-06,1038.15002441,1230.00000000
2017-02-07,1061.34997559,1234.19995117
2017-02-08,1063.06994629,1237.59997559
2017-02-09,994.38299561,1235.09997559
2017-02-10,988.67401123,1234.40002441
2017-02-11,1004.45001221,
2017-02-12,999.18103027,
2017-02-13,990.64202881,1224.40002441
2017-02-14,1004.54998779,1223.90002441
2017-02-15,1007.47998047,1231.69995117
2017-02-16,1027.43994141,1240.00000000
2017-02-17,1046.20996094,1237.59997559
2017-02-18,1054.42004395,
2017-02-19,1047.86999512,
2017-02-20,1079.97998047,
2017-02-21,1115.30004883,1237.50000000
2017-02-22,1117.43994141,1232.00000000
2017-02-23,1166.71997070,1250.19995117
2017-02-24,1173.68005371,1256.90002441
2017-02-25,1143.83996582,
2017-02-26,1165.19995117,
2017-02-27,1179.96997070,1257.40002441
2017-02-28,1179.96997070,1252.59997559
2017-03-01,1222.50000000,1248.90002441
2017-03-02,1251.01000977,1231.90002441
2017-03-03,1274.98999023,1225.50000000
2017-03-04,1255.15002441,
2017-03-05,1267.11999512,
2017-03-06,1272.82995605,1224.50000000
2017-03-07,1223.54003906,1215.09997559
2017-03-08,1150.00000000,1208.50000000
2017-03-09,1188.48999023,1202.40002441
2017-03-10,1116.71997070,1200.69995117
2017-03-11,1175.82995605,
2017-03-12,1221.38000488,
2017-03-13,1231.92004395,1202.40002441
2017-03-14,1240.00000000,1201.90002441
2017-03-15,1249.60998535,1200.09997559
2017-03-16,1187.81005859,1226.50000000
2017-03-17,1100.22998047,1229.80004883
2017-03-18,973.81799316,
2017-03-19,1036.73999023,
2017-03-20,1054.22998047,1233.59997559
2017-03-21,1120.54003906,1246.09997559
2017-03-22,1049.14001465,1249.30004883
2017-03-23,1038.58996582,1246.90002441
2017-03-24,937.52001953,1248.19995117
2017-03-25,972.77899170,
2017-03-26,966.72497559,
2017-03-27,1045.77001953,1255.40002441
2017-03-28,1047.15002441,1255.30004883
2017-03-29,1039.96997070,1253.40002441
2017-03-30,1026.43005371,1245.00000000
2017-03-31,1071.79003906,1247.30004883
2017-04-01,1080.50000000,
2017-04-02,1102.17004395,
2017-04-03,1143.81005859,1250.80004883
2017-04-04,1133.25000000,1255.00000000
2017-04-05,1124.78002930,1245.40002441
2017-04-06,1182.68005371,1250.30004883
2017-04-07,1176.90002441,1254.30004883
2017-04-08,1175.94995117,
2017-04-09,1187.86999512,
2017-04-10,1187.13000488,1251.09997559
2017-04-11,1205.01000977,1271.19995117
2017-04-12,1200.36999512,1275.30004883
2017-04-13,1169.28002930,1285.90002441
2017-04-14,1167.54003906,
2017-04-15,1172.52001953,
2017-04-16,1182.93994141,
2017-04-17,1193.91003418,1289.40002441
2017-04-18,1211.67004395,1291.69995117
2017-04-19,1210.29003906,1281.40002441
2017-04-20,1229.07995605,1281.90002441
2017-04-21,1222.05004883,1287.40002441
2017-04-22,1231.70996094,
2017-04-23,1207.20996094,
2017-04-24,1250.15002441,1275.80004883
2017-04-25,1265.48999023,1265.59997559
2017-04-26,1281.07995605,1262.09997559
2017-04-27,1317.72998047,1263.69995117
2017-04-28,1316.47998047,1266.09997559
2017-04-29,1321.79003906,
2017-04-30,1347.89001465,
2017-05-01,1421.59997559,1253.30004883
2017-05-02,1452.81994629,1255.09997559
2017-05-03,1490.08996582,1246.40002441
2017-05-04,1537.67004395,1226.50000000
2017-05-05,1555.44995117,1224.80004883
2017-05-06,1578.80004883,
2017-05-07,1596.70996094,
2017-05-08,1723.34997559,1225.30004883
2017-05-09,1755.35998535,1214.30004883
2017-05-10,1787.13000488,1217.30004883
2017-05-11,1848.56994629,1222.69995117
2017-05-12,1724.23999023,1226.19995117
2017-05-13,1804.91003418,
2017-05-14,1808.91003418,
2017-05-15,1738.43005371,1228.59997559
2017-05-16,1734.44995117,1235.00000000
2017-05-17,1839.08996582,1257.50000000
2017-05-18,1888.65002441,1251.69995117
2017-05-19,1987.70996094,1252.69995117
2017-05-20,2084.72998047,
2017-05-21,2041.19995117,
2017-05-22,2173.39990234,1260.69995117
2017-05-23,2320.41992188,1254.80004883
2017-05-24,2443.63989258,1252.40002441
2017-05-25,2304.97998047,1255.80004883
2017-05-26,2202.41992188,1267.59997559
2017-05-27,2038.86999512,
2017-05-28,2155.80004883,
2017-05-29,2255.61010742,
2017-05-30,2175.46997070,1262.09997559
2017-05-31,2286.40991211,1272.00000000
2017-06-01,2407.87988281,1267.00000000
2017-06-02,2488.55004883,1276.80004883
2017-06-03,2515.35009766,
2017-06-04,2511.81005859,
2017-06-05,2686.81005859,1279.30004883
2017-06-06,2863.19995117,1294.40002441
2017-06-07,2732.15991211,1290.09997559
2017-06-08,2805.62011719,1276.30004883
2017-06-09,2823.81005859,1268.50000000
2017-06-10,2947.70996094,
2017-06-11,2958.11010742,
2017-06-12,2659.62988281,1266.09997559
2017-06-13,2717.02001953,1265.80004883
2017-06-14,2506.37011719,1272.80004883
2017-06-15,2464.58007812,1252.19995117
2017-06-16,2518.56005859,1254.00000000
2017-06-17,2655.87988281,
2017-06-18,2548.29003906,
2017-06-19,2589.60009766,1244.19995117
2017-06-20,2721.79003906,1241.00000000
2017-06-21,2689.10009766,1243.40002441
2017-06-22,2705.40991211,1247.59997559
2017-06-23,2744.90991211,1256.19995117
2017-06-24,2608.71997070,
2017-06-25,2589.40991211,
2017-06-26,2478.44995117,1246.30004883
2017-06-27,2552.44995117,1246.40002441
2017-06-28,2574.79003906,1248.00000000
2017-06-29,2539.32006836,1244.19995117
2017-06-30,2480.84008789,1240.69995117
2017-07-01,2434.55004883,
2017-07-02,2506.46997070,
2017-07-03,2564.06005859,1217.90002441
2017-07-04,2601.63989258,
2017-07-05,2601.98999023,1220.40002441
2017-07-06,2608.56005859,1222.19995117
2017-07-07,2518.65991211,1208.59997559
2017-07-08,2571.34008789,
2017-07-09,2518.43994141,
2017-07-10,2372.56005859,1212.09997559
2017-07-11,2337.79003906,1213.59997559
2017-07-12,2398.84008789,1218.09997559
2017-07-13,2357.89990234,1216.30004883
2017-07-14,2233.34008789,1226.59997559
2017-07-15,1998.85998535,
2017-07-16,1929.81994629,
2017-07-17,2228.40991211,1232.80004883
2017-07-18,2318.87988281,1241.09997559
2017-07-19,2273.42993164,1241.19995117
2017-07-20,2817.60009766,1244.80004883
2017-07-21,2667.76000977,1254.30004883
2017-07-22,2810.12011719,
2017-07-23,2730.39990234,
2017-07-24,2754.86010742,1253.90002441
2017-07-25,2576.47998047,1251.69995117
2017-07-26,2529.44995117,1249.00000000
2017-07-27,2671.78002930,1259.59997559
2017-07-28,2809.01000977,1268.40002441
2017-07-29,2726.44995117,
2017-07-30,2757.17993164,
2017-07-31,2875.34008789,1266.59997559
2017-08-01,2718.26000977,1272.59997559
2017-08-02,2710.66992188,1271.80004883
2017-08-03,2804.72998047,1267.80004883
2017-08-04,2895.88989258,1258.30004883
2017-08-05,3252.90991211,
2017-08-06,3213.93994141,
2017-08-07,3378.93994141,1258.19995117
2017-08-08,3419.93994141,1256.40002441
2017-08-09,3342.46997070,1273.00000000
2017-08-10,3381.28002930,1283.69995117
2017-08-11,3650.62011719,1287.69995117
2017-08-12,3884.70996094,
2017-08-13,4073.26000977,
2017-08-14,4325.12988281,1284.19995117
2017-08-15,4181.93017578,1273.69995117
2017-08-16,4376.62988281,1276.90002441
2017-08-17,4331.68994141,1286.40002441
2017-08-18,4160.62011719,1285.69995117
2017-08-19,4193.70019531,
2017-08-20,4087.65991211,
2017-08-21,4001.73999023,1290.80004883
2017-08-22,4100.52001953,1285.09997559
2017-08-23,4151.52001953,1288.90002441
2017-08-24,4334.68017578,1286.50000000
2017-08-25,4371.60009766,1292.50000000
2017-08-26,4352.39990234,
2017-08-27,4382.87988281,
2017-08-28,4382.66015625,1309.69995117
2017-08-29,4579.02001953,1313.09997559
2017-08-30,4565.29980469,1308.09997559
2017-08-31,4703.39013672,1316.19995117
2017-09-01,4892.00976562,1324.50000000
2017-09-02,4578.77001953,
2017-09-03,4582.95996094,
2017-09-04,4236.31005859,
2017-09-05,4376.52978516,1339.19995117
2017-09-06,4597.12011719,1333.90002441
2017-09-07,4599.87988281,1345.09997559
2017-09-08,4228.75000000,1346.00000000
2017-09-09,4226.06005859,
2017-09-10,4122.93994141,
2017-09-11,4161.27001953,1331.00000000
2017-09-12,4130.81005859,1328.00000000
2017-09-13,3882.59008789,1323.40002441
2017-09-14,3154.94995117,1324.69995117
2017-09-15,3637.52001953,1320.40002441
2017-09-16,3625.04003906,
2017-09-17,3582.87988281,
2017-09-18,4065.19995117,1306.30004883
2017-09-19,3924.96997070,1306.19995117
2017-09-20,3905.94995117,1312.00000000
2017-09-21,3631.04003906,1290.59997559
2017-09-22,3630.69995117,1293.30004883
2017-09-23,3792.39990234,
2017-09-24,3682.84008789,
2017-09-25,3926.07006836,1306.80004883
2017-09-26,3892.35009766,1297.00000000
2017-09-27,4200.66992188,1283.40002441
2017-09-28,4174.72998047,1285.50000000
2017-09-29,4163.06982422,1281.50000000
2017-09-30,4338.70996094,
2017-10-01,4403.74023438,
2017-10-02,4409.31982422,1272.69995117
2017-10-03,4317.47998047,1271.50000000
2017-10-04,4229.35986328,1273.69995117
2017-10-05,4328.41015625,1269.90002441
2017-10-06,4370.81005859,1271.59997559
2017-10-07,4426.89013672,
2017-10-08,4610.47998047,
2017-10-09,4772.02001953,1281.80004883
2017-10-10,4781.99023438,1290.59997559
2017-10-11,4826.47998047,1285.80004883
2017-10-12,5446.91015625,1293.30004883
2017-10-13,5647.20996094,1301.50000000
2017-10-14,5831.79003906,
2017-10-15,5678.18994141,
2017-10-16,5725.58984375,1299.90002441
2017-10-17,5605.50976562,1283.00000000
2017-10-18,5590.68994141,1279.90002441
2017-10-19,5708.52001953,1286.90002441
2017-10-20,6011.45019531,1277.40002441
2017-10-21,6031.60009766,
2017-10-22,6008.41992188,
2017-10-23,5930.31982422,1277.69995117
2017-10-24,5526.64013672,1275.00000000
2017-10-25,5750.79980469,1275.40002441
2017-10-26,5904.83007812,1266.30004883
2017-10-27,5780.89990234,1268.50000000
2017-10-28,5753.08984375,
2017-10-29,6153.85009766,
2017-10-30,6130.52978516,1274.09997559
2017-10-31,6468.39990234,1267.00000000
2017-11-01,6767.31005859,1274.09997559
2017-11-02,7078.50000000,1274.90002441
2017-11-03,7207.75976562,1266.50000000
2017-11-04,7379.95019531,
2017-11-05,7407.41015625,
2017-11-06,7022.75976562,1279.40002441
2017-11-07,7144.37988281,1273.69995117
2017-11-08,7459.68994141,1281.59997559
2017-11-09,7143.58007812,1285.59997559
2017-11-10,6618.14013672,1272.40002441
2017-11-11,6357.60009766,
2017-11-12,5950.06982422,
2017-11-13,6559.49023438,1277.30004883
2017-11-14,6635.75000000,1281.50000000
2017-11-15,7315.54003906,1276.50000000
2017-11-16,7871.68994141,1277.40002441
2017-11-17,7708.99023438,1295.80004883
2017-11-18,7790.14990234,
2017-11-19,8036.49023438,
2017-11-20,8200.63964844,1274.59997559
2017-11-21,8071.25976562,1281.09997559
2017-11-22,8253.54980469,1291.59997559
2017-11-23,8038.77001953,
2017-11-24,8253.69042969,1286.69995117
2017-11-25,8790.91992188,
2017-11-26,9330.54980469,
2017-11-27,9818.34960938,1293.80004883
2017-11-28,10058.79980469,1294.69995117
2017-11-29,9888.61035156,1282.09997559
2017-11-30,10233.59960938,1273.19995117
2017-12-01,10975.59960938,1278.80004883
2017-12-02,11074.59960938,
2017-12-03,11323.20019531,
2017-12-04,11657.20019531,1274.30004883
2017-12-05,11916.70019531,1261.59997559
2017-12-06,14291.50000000,1262.80004883
2017-12-07,17899.69921875,1249.80004883
2017-12-08,16569.40039062,1245.19995117
2017-12-09,15178.20019531,
2017-12-10,15455.40039062,
2017-12-11,16936.80078125,1243.69995117
2017-12-12,17415.40039062,1238.50000000
2017-12-13,16408.19921875,1245.40002441
2017-12-14,16564.00000000,1253.80004883
2017-12-15,17706.90039062,1254.30004883
2017-12-16,19497.40039062,
2017-12-17,19140.80078125,
2017-12-18,19114.19921875,1262.19995117
2017-12-19,17776.69921875,1260.69995117
2017-12-20,16624.59960938,1266.09997559
2017-12-21,15802.90039062,1267.30004883
2017-12-22,13831.79980469,1275.40002441
2017-12-23,14699.20019531,
2017-12-24,13925.79980469,
2017-12-25,14026.59960938,
2017-12-26,16099.79980469,1284.09997559
2017-12-27,15838.50000000,1287.00000000
2017-12-28,14606.50000000,1294.09997559
2017-12-29,14656.20019531,1306.30004883
2017-12-30,12952.20019531,
2017-12-31,14156.40039062,
2018-01-01,13657.20019531,
2018-01-02,14982.09960938,1313.69995117
2018-01-03,15201.00000000,1316.19995117
2018-01-04,15599.20019531,1319.40002441
2018-01-05,17429.50000000,1320.30004883
2018-01-06,17527.00000000,
2018-01-07,16477.59960938,
2018-01-08,15170.09960938,1318.59997559
2018-01-09,14595.40039062,1311.69995117
2018-01-10,14973.29980469,1317.40002441
2018-01-11,13405.79980469,1320.59997559
2018-01-12,13980.59960938,1333.40002441
2018-01-13,14360.20019531,
2018-01-14,13772.00000000,
2018-01-15,13819.79980469,
2018-01-16,11490.50000000,1335.40002441
2018-01-17,11188.59960938,1338.00000000
2018-01-18,11474.90039062,1326.00000000
2018-01-19,11607.40039062,1331.90002441
2018-01-20,12899.20019531,
2018-01-21,11600.09960938,
2018-01-22,10931.40039062,1330.90002441
2018-01-23,10868.40039062,1335.69995117
2018-01-24,11359.40039062,1355.90002441
2018-01-25,11259.40039062,1362.40002441
2018-01-26,11171.40039062,1351.59997559
2018-01-27,11440.70019531,
2018-01-28,11786.29980469,
2018-01-29,11296.40039062,
2018-01-30,10106.29980469,1335.40002441
2018-01-31,10221.09960938,1339.00000000
2018-02-01,9170.54003906,1344.30004883
2018-02-02,8830.75000000,1333.69995117
2018-02-03,9174.91015625,
2018-02-04,8277.00976562,
2018-02-05,6955.27001953,1333.00000000
2018-02-06,7754.00000000,1326.09997559
2018-02-07,7621.29980469,1311.59997559
2018-02-08,8265.58984375,1316.90002441
2018-02-09,8736.98046875,1313.09997559
2018-02-10,8621.90039062,
2018-02-11,8129.97021484,
2018-02-12,8926.57031250,1324.19995117
2018-02-13,8598.30957031,1328.09997559
2018-02-14,9494.62988281,1355.50000000
2018-02-15,10166.40039062,1352.09997559
2018-02-16,10233.90039062,1353.19995117
2018-02-17,11112.70019531,
2018-02-18,10551.79980469,
2018-02-19,11225.29980469,
2018-02-20,11403.70019531,1328.80004883
2018-02-21,10690.40039062,1330.00000000
2018-02-22,10005.00000000,1330.59997559
2018-02-23,10301.09960938,1328.19995117
2018-02-24,9813.07031250,
2018-02-25,9664.73046875,
2018-02-26,10366.70019531,1330.69995117
2018-02-27,10725.59960938,1315.50000000
2018-02-28,10397.90039062,1315.50000000
2018-03-01,10951.00000000,1302.90002441
2018-03-02,11086.40039062,1321.09997559
2018-03-03,11489.70019531,
2018-03-04,11512.59960938,
2018-03-05,11573.29980469,1318.09997559
2018-03-06,10779.90039062,1333.59997559
2018-03-07,9965.57031250,1326.00000000
2018-03-08,9395.00976562,1319.90002441
2018-03-09,9337.54980469,1322.40002441
2018-03-10,8866.00000000,
2018-03-11,9578.62988281,
2018-03-12,9205.12011719,1319.40002441
2018-03-13,9194.84960938,1325.90002441
2018-03-14,8269.80957031,1324.40002441
2018-03-15,8300.86035156,1316.80004883
2018-03-16,8338.34960938,1311.30004883
2018-03-17,7916.87988281,
2018-03-18,8223.67968750,
2018-03-19,8630.65039062,1316.80004883
2018-03-20,8913.46972656,1311.09997559
2018-03-21,8929.28027344,1320.69995117
2018-03-22,8728.46972656,1326.59997559
2018-03-23,8879.62011719,1349.30004883
2018-03-24,8668.12011719,
2018-03-25,8495.78027344,
2018-03-26,8209.40039062,1354.40002441
2018-03-27,7833.04003906,1341.30004883
2018-03-28,7954.47998047,1324.19995117
2018-03-29,7165.70019531,1322.80004883
2018-03-30,6890.52001953,
2018-03-31,6973.52978516,
2018-04-01,6844.22998047,
2018-04-02,7083.79980469,1342.09997559
2018-04-03,7456.10986328,1332.80004883
2018-04-04,6853.83984375,1335.80004883
2018-04-05,6811.47021484,1324.30004883
2018-04-06,6636.31982422,1331.90002441
2018-04-07,6911.08984375,
2018-04-08,7023.52001953,
2018-04-09,6770.72998047,1336.30004883
2018-04-10,6834.75976562,1342.00000000
2018-04-11,6968.31982422,1356.50000000
2018-04-12,7889.25000000,1338.40002441
2018-04-13,7895.95996094,1344.80004883
2018-04-14,7986.24023438,
2018-04-15,8329.11035156,
2018-04-16,8058.66992188,1347.50000000
2018-04-17,7902.08984375,1347.19995117
2018-04-18,8163.41992188,1351.19995117
2018-04-19,8294.30957031,1346.80004883
2018-04-20,8845.83007812,1336.69995117
2018-04-21,8895.58007812,
2018-04-22,8802.45996094,
2018-04-23,8930.87988281,1322.50000000
2018-04-24,9697.50000000,1331.40002441
2018-04-25,8845.74023438,1321.19995117
2018-04-26,9281.50976562,1316.30004883
2018-04-27,8987.04980469,1320.30004883
2018-04-28,9348.48046875,
2018-04-29,9419.08007812,
2018-04-30,9240.54980469,1316.19995117
2018-05-01,9119.00976562,1303.80004883
2018-05-02,9235.91992188,1302.59997559
2018-05-03,9743.86035156,1310.69995117
2018-05-04,9700.75976562,1312.69995117
2018-05-05,9858.15039062,
2018-05-06,9654.79980469,
2018-05-07,9373.00976562,1312.19995117
2018-05-08,9234.82031250,1312.00000000
2018-05-09,9325.17968750,1311.30004883
2018-05-10,9043.94042969,1320.80004883
2018-05-11,8441.49023438,1319.00000000
2018-05-12,8504.88964844,
2018-05-13,8723.94042969,
2018-05-14,8716.79003906,1316.50000000
2018-05-15,8510.37988281,1288.90002441
2018-05-16,8368.83007812,1290.19995117
2018-05-17,8094.31982422,1288.19995117
2018-05-18,8250.96972656,1290.19995117
2018-05-19,8247.17968750,
2018-05-20,8513.25000000,
2018-05-21,8418.99023438,1290.19995117
2018-05-22,8041.77978516,1291.69995117
2018-05-23,7557.81982422,1289.30004883
2018-05-24,7587.33984375,1303.69995117
2018-05-25,7480.14013672,1303.30004883
2018-05-26,7355.87988281,
2018-05-27,7368.22021484,
2018-05-28,7135.99023438,
2018-05-29,7472.58984375,1298.69995117
2018-05-30,7406.52001953,1301.50000000
2018-05-31,7494.16992188,1300.09997559
2018-06-01,7541.45019531,1294.80004883
2018-06-02,7643.45019531,
2018-06-03,7720.25000000,
2018-06-04,7514.47021484,1293.09997559
2018-06-05,7633.75976562,1297.50000000
2018-06-06,7653.97998047,1297.09997559
2018-06-07,7678.24023438,1298.69995117
2018-06-08,7624.91992188,1298.09997559
2018-06-09,7531.97998047,
2018-06-10,6786.02001953,
2018-06-11,6906.91992188,1298.90002441
2018-06-12,6582.35986328,1295.09997559
2018-06-13,6349.89990234,1296.90002441
2018-06-14,6675.35009766,1304.00000000
2018-06-15,6456.58007812,1274.59997559
2018-06-16,6550.16015625,
2018-06-17,6499.27001953,
2018-06-18,6734.81982422,1276.19995117
2018-06-19,6769.93994141,1275.59997559
2018-06-20,6776.54980469,1271.19995117
2018-06-21,6729.74023438,1267.19995117
2018-06-22,6083.68994141,1267.40002441
2018-06-23,6162.47998047,
2018-06-24,6173.22998047,
2018-06-25,6249.18017578,1265.59997559
2018-06-26,6093.66992188,1256.59997559
2018-06-27,6157.12988281,1252.80004883
2018-06-28,5903.43994141,1247.80004883
2018-06-29,6218.29980469,1251.30004883
2018-06-30,6404.00000000,
2018-07-01,6385.81982422,
2018-07-02,6614.18017578,1239.80004883
2018-07-03,6529.58984375,1251.59997559
2018-07-04,6597.54980469,
2018-07-05,6639.14013672,1257.30004883
2018-07-06,6673.50000000,1254.30004883
2018-07-07,6856.93017578,
2018-07-08,6773.87988281,
2018-07-09,6741.75000000,1258.09997559
2018-07-10,6329.95019531,1253.80004883
2018-07-11,6394.70996094,1242.80004883
2018-07-12,6228.81005859,1245.00000000
2018-07-13,6238.04980469,1239.59997559
2018-07-14,6276.12011719,
2018-07-15,6359.64013672,
2018-07-16,6741.75000000,1238.09997559
2018-07-17,7321.04003906,1225.69995117
2018-07-18,7370.77978516,1226.30004883
2018-07-19,7466.85986328,1222.40002441
2018-07-20,7354.12988281,1229.50000000
2018-07-21,7419.29003906,
2018-07-22,7418.49023438,
2018-07-23,7711.10986328,1224.00000000
2018-07-24,8424.26953125,1223.90002441
2018-07-25,8181.39013672,1231.40002441
2018-07-26,7951.58007812,1225.30004883
2018-07-27,8165.00976562,1222.59997559
2018-07-28,8192.15039062,
2018-07-29,8218.45996094,
2018-07-30,8180.47998047,1221.30004883
2018-07-31,7780.43994141,1223.69995117
2018-08-01,7624.91015625,1217.90002441
2018-08-02,7567.14990234,1210.59997559
2018-08-03,7434.39013672,1214.19995117
2018-08-04,7032.85009766,
2018-08-05,7068.47998047,
2018-08-06,6951.79980469,1208.59997559
2018-08-07,6753.12011719,1209.59997559
2018-08-08,6305.79980469,1212.59997559
2018-08-09,6568.22998047,1211.90002441
2018-08-10,6184.70996094,1211.09997559
2018-08-11,6295.72998047,
2018-08-12,6322.68994141,
2018-08-13,6297.56982422,1191.30004883
2018-08-14,6199.70996094,1193.00000000
2018-08-15,6308.52001953,1177.50000000
2018-08-16,6334.72998047,1176.19995117
2018-08-17,6580.62988281,1176.50000000
2018-08-18,6423.75976562,
2018-08-19,6506.06982422,
2018-08-20,6308.52978516,1186.80004883
2018-08-21,6488.75976562,1192.59997559
2018-08-22,6376.70996094,1196.30004883
2018-08-23,6534.87988281,1187.00000000
2018-08-24,6719.95996094,1206.30004883
2018-08-25,6763.18994141,
2018-08-26,6707.25976562,
2018-08-27,6884.64013672,1209.00000000
2018-08-28,7096.27978516,1207.40002441
2018-08-29,7047.16015625,1204.50000000
2018-08-30,6978.22998047,1197.69995117
2018-08-31,7037.58007812,1200.30004883
2018-09-01,7193.25000000,
2018-09-02,7272.72021484,
2018-09-03,7260.06005859,
2018-09-04,7361.66015625,1192.69995117
2018-09-05,6792.83007812,1194.90002441
2018-09-06,6529.16992188,1197.90002441
2018-09-07,6467.06982422,1193.59997559
2018-09-08,6225.97998047,
2018-09-09,6300.85986328,
2018-09-10,6329.70019531,1193.00000000
2018-09-11,6321.20019531,1195.40002441
2018-09-12,6351.79980469,1204.69995117
2018-09-13,6517.31005859,1202.00000000
2018-09-14,6512.70996094,1195.00000000
2018-09-15,6543.20019531,
2018-09-16,6517.18017578,
2018-09-17,6281.20019531,1199.69995117
2018-09-18,6371.29980469,1196.80004883
2018-09-19,6398.54003906,1202.19995117
2018-09-20,6519.66992188,1206.19995117
2018-09-21,6734.95019531,1196.19995117
2018-09-22,6721.97998047,
2018-09-23,6710.62988281,
2018-09-24,6595.41015625,1199.30004883
2018-09-25,6446.47021484,1200.00000000
2018-09-26,6495.00000000,1194.00000000
2018-09-27,6676.75000000,1182.30004883
2018-09-28,6644.12988281,1191.50000000
2018-09-29,6601.95996094,
2018-09-30,6625.56005859,
2018-10-01,6589.62011719,1187.09997559
2018-10-02,6556.10009766,1202.40002441
2018-10-03,6502.58984375,1198.30004883
2018-10-04,6576.68994141,1197.19995117
2018-10-05,6622.47998047,1201.19995117
2018-10-06,6588.31005859,
2018-10-07,6602.95019531,
2018-10-08,6652.22998047,1184.40002441
2018-10-09,6642.64013672,1187.19995117
2018-10-10,6585.52978516,1189.30004883
2018-10-11,6256.24023438,1223.50000000
2018-10-12,6274.58007812,1218.09997559
2018-10-13,6285.99023438,
2018-10-14,6290.93017578,
2018-10-15,6596.54003906,1226.40002441
2018-10-16,6596.10986328,1227.30004883
2018-10-17,6544.43017578,1223.69995117
2018-10-18,6476.70996094,1226.50000000
2018-10-19,6465.41015625,1225.30004883
2018-10-20,6489.18994141,
2018-10-21,6482.35009766,
2018-10-22,6487.16015625,1221.19995117
2018-10-23,6475.74023438,1233.40002441
2018-10-24,6495.83984375,1227.80004883
2018-10-25,6476.29003906,1229.09997559
2018-10-26,6474.75000000,1232.50000000
2018-10-27,6480.37988281,
2018-10-28,6486.39013672,
2018-10-29,6332.62988281,1224.50000000
2018-10-30,6334.27001953,1222.59997559
2018-10-31,6317.60986328,1212.30004883
2018-11-01,6377.77978516,1236.00000000
2018-11-02,6388.43994141,1230.90002441
2018-11-03,6361.25976562,
2018-11-04,6376.12988281,
2018-11-05,6419.66015625,1229.80004883
2018-11-06,6461.00976562,1223.80004883
2018-11-07,6530.14013672,1226.19995117
2018-11-08,6453.72021484,1222.90002441
2018-11-09,6385.62011719,1206.40002441
2018-11-10,6409.22021484,
2018-11-11,6411.27001953,
2018-11-12,6371.27001953,1201.30004883
2018-11-13,6359.49023438,1199.19995117
2018-11-14,5738.35009766,1207.90002441
2018-11-15,5648.02978516,1212.80004883
2018-11-16,5575.54980469,1220.80004883
2018-11-17,5554.33007812,
2018-11-18,5623.54003906,
2018-11-19,4871.49023438,1223.09997559
2018-11-20,4451.87011719,1219.00000000
2018-11-21,4602.16992188,1225.80004883
2018-11-22,4365.93994141,
2018-11-23,4347.10986328,1221.00000000
2018-11-24,3880.76000977,
2018-11-25,4009.96997070,
2018-11-26,3779.12988281,1220.19995117
2018-11-27,3820.71997070,1211.19995117
2018-11-28,4257.41992188,1221.40002441
2018-11-29,4278.84667969,1224.09997559
2018-11-30,4017.26855469,1220.19995117
2018-12-01,4214.67187500,
2018-12-02,4139.87792969,
2018-12-03,3894.13085938,1233.90002441
2018-12-04,3956.89379883,1241.09997559
2018-12-05,3753.99487305,
2018-12-06,3521.10180664,1238.09997559
2018-12-07,3419.93725586,1246.80004883
2018-12-08,3476.11474609,
2018-12-09,3614.23437500,
2018-12-10,3502.65600586,1243.69995117
2018-12-11,3424.58813477,1241.90002441
2018-12-12,3486.95019531,1244.40002441
2018-12-13,3313.67724609,1242.69995117
2018-12-14,3242.48486328,1237.00000000
2018-12-15,3236.76171875,
2018-12-16,3252.83911133,
2018-12-17,3545.86474609,1247.40002441
2018-12-18,3696.05908203,1249.19995117
2018-12-19,3745.95068359,1252.09997559
2018-12-20,4134.44140625,1263.59997559
2018-12-21,3896.54370117,1253.80004883
2018-12-22,4014.18261719,
2018-12-23,3998.98022461,
2018-12-24,4078.59912109,1267.50000000
2018-12-25,3815.49072266,
2018-12-26,3857.29760742,1269.19995117
2018-12-27,3654.83349609,1277.30004883
2018-12-28,3923.91870117,1279.90002441
2018-12-29,3820.40869141,
2018-12-30,3865.95263672,
2018-12-31,3742.70043945,1278.30004883
2019-01-01,3843.52001953,
2019-01-02,3943.40942383,1281.00000000
2019-01-03,3836.74121094,1291.80004883
2019-01-04,3857.71752930,1282.69995117
2019-01-05,3845.19458008,
2019-01-06,4076.63256836,
2019-01-07,4025.24829102,1286.80004883
2019-01-08,4030.84790039,1283.19995117
2019-01-09,4035.29638672,1289.30004883
2019-01-10,3678.92456055,1284.69995117
2019-01-11,3687.36547852,1287.09997559
2019-01-12,3661.30102539,
2019-01-13,3552.95312500,
2019-01-14,3706.05224609,1289.09997559
2019-01-15,3630.67529297,1286.19995117
2019-01-16,3655.00683594,1291.59997559
2019-01-17,3678.56396484,1291.00000000
2019-01-18,3657.83935547,1281.30004883
2019-01-19,3728.56835938,
2019-01-20,3601.01367188,
2019-01-21,3576.03247070,
2019-01-22,3604.57714844,1282.50000000
2019-01-23,3585.12304688,1283.09997559
2019-01-24,3600.86547852,1279.09997559
2019-01-25,3599.76586914,1297.40002441
2019-01-26,3602.46044922,
